ID,Value,SEX,AGE0,AGE1,LANG,ANCSTRY10,ANCSTRY11,ANCSTRY20,ANCSTRY21,HISPANIC0,INDUSTRY0,LANG20,OCCUP0,POB0,POB1,RACE0,ANCSTRY12,ANCSTRY13,ANCSTRY22,ANCSTRY23,HISPANIC1,HISPANIC2,INDUSTRY1,INDUSTRY2,INDUSTRY3,INDUSTRY4,LANG21,RACE1,RACE2,RACE3,RACE4,OCCUP1,OCCUP2,OCCUP3,OCCUP4,OCCUP5,POB2,POB3
1351,1,Female,30+,35,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),DUTCH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Colorado,White,,,,,,,,,,,,,,,,,,,,,,
1352,1,Female,50+,54,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SWEDISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"TRANSPORTATION, COMMUNICATIONS, AND OTHER PUBLIC UTILITIES",NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Oregon,White,SWEDISH,,,,,,Transportation,U.S. Postal Service,,,,,,,,"Executive, Administrative, and Managerial Occupations",Postmasters and mail superintendents,,,,,
1353,1,Male,20+,28,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Rhode Island,White,,,,,,,Durable Goods,Metal industries,"Blast furnaces, steelworks, rolling and finishing mills",,,,,,,"Machine Operators, Assemblers, and Inspectors","Fabricators, Assemblers, and Hand Working Occupations",Welders and cutters,,,,
1354,1,Female,30+,37,Speaks other language,HISPANIC CATEGORIES (INCLUDING SPAIN),MEXICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,SPANISH,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,White,MEXICAN,,,,,,Durable Goods,Machinery and computing equipment,Computers and related equipment .e.c.,,,,,,,"Administrative Support Occupations, Including Clerical",Computer Equipment Operators,Computer operators,,,,
1355,1,Male,0+,2,NA (less than 5 years old),HISPANIC CATEGORIES (INCLUDING SPAIN),MEXICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,Other race,MEXICAN,,,,,,,,,,,,,,,,,,,,,
1356,1,Male,30+,30,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,WESTERN EUROPE (EXCEPT SPAIN),SCOTTISH,NOT SPANISH/HISPANIC,"TRANSPORTATION, COMMUNICATIONS, AND OTHER PUBLIC UTILITIES",NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,California,White,ITALIAN,,,,,,Transportation,Trucking service,,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers and administrators, n.e.c.",,,,,
1357,1,Female,0+,0,NA (less than 5 years old),RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,,,,,,,,,,,,,,,,,,,,
1358,1,Male,50+,52,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Nevada,White,,,,,,,Elementary and secondary schools,,,,,,,,,Professional Specialty Occupations,"Teachers, Except Postsecondary","Teachers, secondary school",,,,
1359,1,Female,50+,58,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Texas,White,,,,,,,"Accounting, auditing, and bookkeeping services",,,,,,,,,"Administrative Support Occupations, Including Clerical",Financial Records Processing Occupations,"Bookkeepers, accounting, and auditing clerks",,,,
1360,1,Male,20+,22,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),WHITE,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,White,WHITE,,,,,,Hospitals,,,,,,,,,Technicians and Related Support Occupations,Health Technologists and Technicians,"Health technologists and technicians, n.e.c.",,,,
1361,1,Female,20+,20,Speaks other language,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,ENTERTAINMENT AND RECREATION SERVICES,GERMAN,SERVICE OCCUPATIONS,United States,California,White,GERMAN,,,,,,Miscellaneous entertainment and recreation services,,,,,,,,,"Service Occupations, Except Protective and Household",Health Service Occupations,"Nursing aides, orderlies, and attendants",,,,
1362,1,Female,20+,24,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Louisiana,White,AMERICAN INDIAN,,,,,,Hospitals,,,,,,,,,Technicians and Related Support Occupations,Health Technologists and Technicians,"Health technologists and technicians, n.e.c.",,,,
1363,1,Female,20+,25,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PUBLIC ADMINISTRATION,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,Black,AFRO AMERICAN,,,,,,Administration of human resources programs,,,,,,,,,"Administrative Support Occupations, Including Clerical","Records Processing Occupations, Except Financial",File clerks,,,,
1364,1,Male,20+,25,Speaks other language,WESTERN EUROPE (EXCEPT SPAIN),IRISH,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,SPANISH,"OPERATORS, FABRICATORS, AND LABORERS",United States,California,White,,,GERMAN,,,,"Social services, n.e.c.",,,,,,,,,"Handlers, Equipment Cleaners, Helpers, and Laborers","Laborers, except construction",,,,,
1365,1,Male,10+,17,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),FRENCH,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Georgia,White,FRENCH,,,,,,Gasoline service stations,,,,,,,,,"Handlers, Equipment Cleaners, Helpers, and Laborers",Garage and service station related occupations,,,,,
1366,1,Male,0+,0,NA (less than 5 years old),NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,Black,AFRO AMERICAN,,,,,,,,,,,,,,,,,,,,,
1367,1,Male,40+,46,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),FRENCH,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Washington,White,FRENCH,,,,,,Elementary and secondary schools,,,,,,,,,Professional Specialty Occupations,"Teachers, Except Postsecondary","Teachers, elementary school",,,,
1368,1,Male,20+,20,Speaks only English,EASTERN EUROPE AND SOVIET UNION,CZECHOSLOVAKIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"TRANSPORTATION, COMMUNICATIONS, AND OTHER PUBLIC UTILITIES",NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Illinois,White,,,,,,,Utilities and sanitary services,Electric light and power,,,,,,,,Sales Occupations,"Sales Representatives, Finance and Business Services","Sales occupations, other business services",,,,
1369,1,Male,20+,28,Speaks other language,RESIDUAL AND NO RESPONSE,UNCODABLE ENTRIES,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,TAGALOG,"OPERATORS, FABRICATORS, AND LABORERS",United States,Utah,White,,,,,,,Durable Goods,Machinery and computing equipment,Computers and related equipment .e.c.,,,,,,,"Handlers, Equipment Cleaners, Helpers, and Laborers","Laborers, except construction",,,,,
1370,1,Female,40+,49,Speaks other language,WESTERN EUROPE (EXCEPT SPAIN),FRENCH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,BUSINESS AND REPAIR SERVICES,FRENCH,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",Europe,France,White,FRENCH,,,,,,"Automotive rental and leasing, without drivers",,,,,,,,,"Administrative Support Occupations, Including Clerical",Miscellaneous Administrative Support Occupations,General office clerks,,,,
1371,1,Female,20+,28,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),PORTUGUESE,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,NOT SPANISH/HISPANIC,WHOLESALE TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,White,PORTUGUESE,,ITALIAN,,,,Nondurable Goods,Groceries and related products,,,,,,,,"Administrative Support Occupations, Including Clerical",Financial Records Processing Occupations,"Bookkeepers, accounting, and auditing clerks",,,,
1372,1,Female,0+,6,Speaks other language,OTHER ASIA,LAOTIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),MIAO-YAO,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),Asia,Thailand,Asian or Pacific Islander :,LAOTIAN,,,,,,,,,,,Asian,Laotian,,,,,,,,,
1373,1,Male,70+,78,Speaks other language,HISPANIC CATEGORIES (INCLUDING SPAIN),MEXICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),SPANISH,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),America,Central America,Other race,MEXICAN,,,,,,,,,,,,,,,,,,,,Mexico,
1374,1,Male,60+,62,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),FRENCH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PUBLIC ADMINISTRATION,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Louisiana,White,FRENCH,,,,,,National security and international affairs,,,,,,,,,Technicians and Related Support Occupations,"Technologists and Technicians, Except Health",Engineering and Related Technologists and Technicians,Industrial engineering technicians,,,
1375,1,Male,0+,7,Speaks other language,OTHER ASIA,HMONG,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),MIAO,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,Asian or Pacific Islander :,,,,,,,,,,,,Asian,Hmong,,,,,,,,,
1376,1,Male,0+,8,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,,,,,,,,,,,,,,,,,,,,
1377,1,Male,70+,71,Speaks only English,EASTERN EUROPE AND SOVIET UNION,SLOVAK,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",United States,Pennsylvania,White,,,,,,,Durable Goods,Machinery and computing equipment,"Machinery, except electrical, n.e.c.",,,,,,,Precision Production Occupations,Precision Food Production Occupations,Butchers and meat cutters,,,,
1378,1,Female,30+,35,Speaks other language,OTHER ASIA,VIETNAMESE,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),VIETNAMESE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),Asia,Vietnam,Asian or Pacific Islander :,VIETNAMESE,,,,,,,,,,,Asian,Vietnamese,,,,,,,,,
1379,1,Male,10+,17,Speaks only English,HISPANIC CATEGORIES (INCLUDING SPAIN),MEXICAN,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,California,White,MEXICAN,,GERMAN,,,,Eating and drinking places,,,,,,,,,"Service Occupations, Except Protective and Household",Food Preparation and Service Occupations,Cooks,,,,
1380,1,Male,70+,73,Speaks only English,EASTERN EUROPE AND SOVIET UNION,RUSSIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,American Indian,Russia,RUSSIAN,,,,,,,,,,Tribe not specified or not reported,,,,,,,,,,
1381,1,Male,60+,64,Speaks only English,HISPANIC CATEGORIES (INCLUDING SPAIN),SPANISH,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,NOT SPANISH/HISPANIC,BUSINESS AND REPAIR SERVICES,NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",United States,California,White,,,ITALIAN,,,,Automotive repair and related services,,,,,,,,,Mechanics and Repairers,"Mechanics and Repairers, Except Supervisors",Vehicle and Mobile Equipment Mechanics and Repairers,Automobile mechanics (part 6111),,,
1382,1,Male,30+,37,Speaks only English,OTHER ASIA,JAPANESE,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,Asian or Pacific Islander :,JAPANESE,,,,,,Department stores,,,,,Asian,Japanese,,,Sales Occupations,"Supervisors and Proprietors, Sales Occupations",,,,,
1383,1,Female,10+,19,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,California,Asian or Pacific Islander :,,,,,,,Department stores,,,,,Asian,Chinese,"Chinese, except Taiwanese",,Sales Occupations,"Sales Workers, Retail and Personal Services","Sales workers, other commodities",,,,
1384,1,Female,0+,6,Speaks only English,OTHER ASIA,CHINESE,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,Asian or Pacific Islander :,CHINESE,,,,,,,,,,,Asian,Chinese,"Chinese, except Taiwanese",,,,,,,,
1385,1,Female,80+,81,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Indiana,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
1386,1,Female,30+,37,Speaks other language,OTHER ASIA,CHINESE,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PERSONAL SERVICES,CHINESE,SERVICE OCCUPATIONS,Asia,Hong Kong,Asian or Pacific Islander :,CHINESE,,,,,,Private households,,,,,Asian,Chinese,"Chinese, except Taiwanese",,Private Household Occupations,Private household cleaners and servants,,,,,
1387,1,Male,10+,18,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,CONSTRUCTION,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,California,White,,,,,,,,,,,,,,,,"Handlers, Equipment Cleaners, Helpers, and Laborers",Construction laborers,,,,,
1388,1,Male,30+,31,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,New York,White,,,,,,,"Social services, n.e.c.",,,,,,,,,Professional Specialty Occupations,"Social, Recreation, and Religious Workers",Social workers,,,,
1389,1,Female,30+,36,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,Black,AFRO AMERICAN,,,,,,,,,,,,,,,,,,,,,
1390,1,Male,10+,10,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,ITALIAN,,,,,,,,,,,,,,,,,,,,,
1391,1,Female,0+,3,NA (less than 5 years old),WESTERN EUROPE (EXCEPT SPAIN),IRISH,WESTERN EUROPE (EXCEPT SPAIN),DANISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,,,,,,,,,,,,,,,,,,,,,,
1392,1,Male,60+,62,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),DUTCH,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Kentucky,White,,,,,,,Religious organizations,,,,,,,,,Professional Specialty Occupations,"Social, Recreation, and Religious Workers",Clergy,,,,
1393,1,Male,0+,5,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,EASTERN EUROPE AND SOVIET UNION,LITHUANIAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,California,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
1394,1,Female,20+,29,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Utah,White,GERMAN,,,,,,"Food stores, n.e.c.",,,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers and administrators, n.e.c.",,,,,
1395,1,Female,10+,19,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Tennessee,White,GERMAN,,,,,,Eating and drinking places,,,,,,,,,Sales Occupations,"Sales Workers, Retail and Personal Services",Cashiers,,,,
1396,1,Female,70+,77,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,New Jersey,White,,,,,,,,,,,,,,,,,,,,,,
1397,1,Male,50+,51,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,Europe,Northern Ireland,White,,,,,,,Nondurable Goods,"Printing, publishing, and allied industries","Printing, publishing, and allied industries, except   newspapers",,,,,,,"Executive, Administrative, and Managerial Occupations","Managers and administrators, n.e.c.",,,,,
1398,1,Male,40+,40,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,PACIFIC,HAWAIIAN,NOT SPANISH/HISPANIC,"TRANSPORTATION, COMMUNICATIONS, AND OTHER PUBLIC UTILITIES",NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Washington,White,ITALIAN,,Native Hawaiian,HAWAIIAN,,,Transportation,Trucking service,,,,,,,,Transportation and Material Moving Occupations,Motor Vehicle Operators,Truck drivers,,,,
